File Name,LOC,LLOC,SLOC,Comments,Cyclomatic Complexity,Maintainability Index,h1,h2,h,N1,N2,N,Vocabulary,Volume,Difficulty,Effort,Bugs,Time
18.py,14,11,11,4,5,90.67308513912852,5,12,17,8,14,22,17,89.92418250750748,2.9166666666666665,262.2788656468968,0.029974727502502494,14.571048091494267
116.py,2,3,2,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
66.py,15,12,12,7,3,100.0,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
36.py,12,9,9,4,5,93.11321802164773,6,14,20,8,16,24,20,103.72627427729671,3.4285714285714284,355.63294037930297,0.0345754247590989,19.757385576627943
47.py,17,12,12,3,2,87.15837892569651,7,10,17,9,17,26,17,106.27403387250884,5.95,632.3305015414276,0.03542467795750295,35.129472307857085
16.py,19,8,8,8,2,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
63.py,24,20,20,4,5,81.88734265984701,2,8,10,6,12,18,10,59.794705707972525,1.5,89.69205856195879,0.019931568569324175,4.9828921423310435
26.py,13,8,8,2,3,100.0,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
150.py,25,20,20,3,10,75.0735393450701,6,17,23,16,32,48,23,217.13097389073664,5.647058823529412,1226.1513819712188,0.07237699129691222,68.11952122062327
13.py,16,7,6,3,2,89.70699843941705,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
161.py,24,19,18,4,5,84.35569953711759,3,6,9,5,8,13,9,41.20902501875006,2.0,82.41805003750012,0.013736341672916687,4.578780557638896
109.py,18,13,12,4,4,91.31105341480239,4,5,9,5,7,12,9,38.03910001730775,2.8,106.5094800484617,0.012679700005769252,5.91719333602565
151.py,21,7,6,5,5,66.1339265044352,7,10,17,9,16,25,17,102.1865710312585,5.6,572.2447977750476,0.03406219034375283,31.79137765416931
130.py,21,16,16,3,6,80.35826683504682,5,12,17,13,26,39,17,159.41105080876326,5.416666666666667,863.4765252141344,0.05313701693625442,47.97091806745191
67.py,23,15,15,7,5,91.86473145346368,2,5,7,4,8,12,7,33.68825906469125,1.6,53.901214503506004,0.011229419688230418,2.9945119168614447
