File Name,LOC,LLOC,SLOC,Comments,Cyclomatic Complexity,Maintainability Index,h1,h2,h,N1,N2,N,Vocabulary,Volume,Difficulty,Effort,Bugs,Time
44.py,12,9,9,0,4,64.52288255650183,7,9,16,9,17,26,16,104.0,6.611111111111111,687.5555555555555,0.034666666666666665,38.19753086419753
158.py,16,13,13,0,4,67.60602680130147,2,2,4,2,4,6,4,12.0,2.0,24.0,0.004,1.3333333333333333
58.py,2,2,2,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
51.py,3,3,3,0,3,84.44724042799471,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
46.py,5,5,5,0,2,73.4188947427642,1,8,9,4,8,12,9,38.03910001730775,0.5,19.019550008653876,0.012679700005769252,1.0566416671474377
37.py,7,7,7,0,5,69.99529655282583,2,6,8,4,8,12,8,36.0,1.3333333333333333,48.0,0.012,2.6666666666666665
57.py,4,4,4,0,5,72.79196330018952,5,10,15,7,14,21,15,82.0447025077789,3.5,287.15645877722613,0.02734823416925963,15.953136598734785
127.py,24,19,19,0,7,57.824468528373366,6,10,16,7,14,21,16,84.0,4.2,352.8,0.028,19.6
132.py,9,8,8,1,5,89.3623994564212,2,5,7,3,6,9,7,25.26619429851844,1.2,30.319433158222125,0.008422064766172813,1.6844129532345624
105.py,11,9,8,0,4,70.16711105809357,2,3,5,3,4,7,5,16.253496664211536,1.3333333333333333,21.67132888561538,0.005417832221403845,1.2039627158675212
91.py,10,8,8,0,4,66.75694924321824,4,12,16,6,12,18,16,72.0,2.0,144.0,0.024,8.0
33.py,5,6,5,0,3,74.28529248621352,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052
109.py,15,11,11,0,4,65.8024592162578,4,6,10,4,7,11,10,36.541209043760986,2.3333333333333335,85.26282110210897,0.012180403014586996,4.736823394561609
38.py,14,12,12,0,8,59.24392455634642,5,19,24,16,30,46,24,210.90827503317323,3.9473684210526314,832.5326646046311,0.07030275834439108,46.251814700257285
25.py,13,11,11,0,3,64.99380095474905,5,5,10,5,10,15,10,49.82892142331044,5.0,249.1446071165522,0.016609640474436815,13.841367062030677
19.py,9,8,7,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
31.py,13,13,13,0,8,58.262699750084565,6,17,23,16,32,48,23,217.13097389073664,5.647058823529412,1226.1513819712188,0.07237699129691222,68.11952122062327
88.py,6,6,6,0,2,71.69046713551235,4,7,11,4,7,11,11,38.053747805010275,2.0,76.10749561002055,0.012684582601670092,4.228194200556697
3.py,10,8,8,0,3,71.88621556846499,2,3,5,2,4,6,5,13.931568569324174,1.3333333333333333,18.575424759098897,0.004643856189774725,1.0319680421721609
34.py,2,2,2,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
122.py,6,6,6,0,3,72.95767057350653,3,5,8,3,5,8,8,24.0,1.5,36.0,0.008,2.0
138.py,7,7,7,0,4,67.29726036130273,4,10,14,8,16,24,14,91.37651812938249,3.2,292.404858014024,0.03045883937646083,16.244714334112444
153.py,14,11,11,0,7,68.0049415985883,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052
112.py,6,7,6,0,3,70.3613561036311,4,5,9,4,7,11,9,34.86917501586544,2.8,97.63369004442322,0.011623058338621813,5.424093891356845
14.py,7,5,4,0,2,79.7423427057672,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
100.py,8,8,8,0,3,66.65940452684796,4,9,13,7,14,21,13,77.70923408096293,3.111111111111111,241.762061585218,0.025903078026987644,13.431225643623222
117.py,16,14,14,0,3,64.40492527984871,3,6,9,3,6,9,9,28.529325012980813,1.5,42.793987519471216,0.009509775004326938,2.377443751081734
94.py,18,15,15,0,4,61.04714615361402,6,9,15,6,11,17,15,66.41714012534482,3.6666666666666665,243.52951379293097,0.02213904670844827,13.52941743294061
125.py,8,7,7,0,6,68.54412042798691,4,9,13,5,10,15,13,55.506595772116384,2.2222222222222223,123.34799060470309,0.01850219859070546,6.852666144705727
124.py,23,18,18,0,14,53.36313462179193,8,27,35,20,39,59,35,302.627697999753,5.777777777777778,1748.5155884430174,0.10087589933325102,97.13975491350097
52.py,2,2,2,0,2,88.42299174457497,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
